URL,Name,Cost,Thương hiệu,Bảo hành,Màu sắc,Series laptop,Part-number,Thế hệ CPU,CPU,Chip đồ họa,RAM,Màn hình,Lưu trữ,Số cổng lưu trữ tối đa,Kiểu khe M.2 hỗ trợ,Cổng xuất hình,Cổng kết nối,Kết nối không dây,Bàn phím,Hệ điều hành,Kích thước,Pin,Khối lượng,Bảo mật,Đèn LED trên máy,Phụ kiện đi kèm,Tính năng,Mic,Ổ đĩa quang,Mô tả bảo hành
https://phongvu.vn//may-tinh-xach-tay-laptop-lenovo-thinkpad-e490s-20ngs01n00-i5-8250u-den-s19060269.html,Laptop Lenovo ThinkPad E490s-20NGS01N00 (14" FHD/i7-8565UC/8GB/256GB SSD/UHD 620/Free DOS/1.6 kg),21.490.000đ,Lenovo,12,Đen,ThinkPad,20NGS01N00,"Core i7 , Intel Core thế hệ thứ 8","Intel Core i7-8565UC ( 1.8 GHz - 4.6 GHz / 8MB / 4 nhân, 8 luồng )",Intel UHD Graphics 620,2 x 4GB  DDR4  2666MHz ( 2 Khe cắm / Hỗ trợ tối đa 32GB ),"14"" ( 1920 x 1080 ) Full HD  IPS  không cảm ứng , HD webcam",256GB SSD M.2 /,1 x M.2 SATA,M.2 SATA,1 x HDMI,"1 x USB Type C / DisplayPort / Power Delivery , 2 x USB 3.1 , 1 x USB 2.0 , 1 x micro SD card slot , LAN 1 Gb/s","WiFi 802.11ac , Bluetooth 5.0","thường , không phím số , LED",Free DOS,32.9 x 23.2 x 1.79 cm,"3 cell  42 Wh , Pin liền",1.6 kg,Vân tay,LED,,,,,
https://phongvu.vn//may-tinh-xach-tay-laptop-asus-rog-strix-g531gdal025t-i59300h-den-s19070632.html,Laptop ASUS ROG Strix G G531GD-AL025T (15" FHD/i5-9300H/8GB/512GB SSD/GTX 1050/Win10/2.4 kg),20.990.000đ,ASUS,24,Đen,ROG,,"Core i5 , Intel Core thế hệ thứ 9","Intel Core i5 9300H ( 2.4 GHz - 4.1 GHz / 8MB / 4 nhân, 8 luồng )",NVIDIA GeForce GTX 1050  4GB  GDDR5 / Intel UHD Graphics 630,1 x 8GB  DDR4  2666MHz ( 2 Khe cắm / Hỗ trợ tối đa 32GB ),"15.6"" ( 1920 x 1080 ) Full HD  IPS  120Hz , không cảm ứng",512GB SSD M.2 NVMe /,"1 x 2.5"" SATA , 1 x M.2 NVMe",M.2 NVMe,1 x HDMI,", 3 x USB 3.1 , LAN 1 Gb/s","WiFi 802.11ac , Bluetooth 5.0","thường , không phím số , RGB",Windows 10 Home 64-bit,36 x 27.5 x 2.58cm,"3 cell  48 Wh , Pin liền",2.4 kg,,RGB,Adapter,,Có,,
https://phongvu.vn//may-tinh-xach-tay-laptop-acer-swift-3-sf31456g78qs-nxhaqsv001-i78565u-bac-s190800416.html,Laptop Acer Swift 3 SF314-56G-78QS (NX.HAQSV.001) (14" FHD/i7-8565U/8GB/512GB SSD/MX250/Win10/1.5 kg),19.990.000đ,ACER,12,Bạc,Swift 3,NX.HAQSV.001,"Core i7 , Intel Core thế hệ thứ 8","Intel Core i7-8565U ( 1.8 GHz - 4.6 GHz / 8MB / 4 nhân, 8 luồng )",NVIDIA GeForce MX250  2GB  GDDR5 / Intel UHD Graphics 620,8GB (4GB + 4GB Onboard)  DDR4  2133MHz ( 1 Khe cắm / Hỗ trợ tối đa 12GB ),"14"" ( 1920 x 1080 ) Full HD  IPS  không cảm ứng , HD webcam",512GB SSD M.2 NVMe /,"1 x 2.5"" SATA , 1 x M.2 NVMe",M.2 NVMe,1 x HDMI,"1 x USB Type C , 2 x USB 3.0 , 1 x USB 2.0 , 1 x SD card slot , LAN 1 Gb/s","WiFi 802.11ac , Bluetooth 5.0","thường , không phím số , LED",Windows 10 Home 64-bit,32.3 (W) x 22.8 (D) x 1.795 (H) cm,"4 cell  47 Wh , Pin liền",1.5 kg,Vân tay,không đèn,Cáp + Sạc,,,,
https://phongvu.vn//may-tinh-xach-tay-laptop-dell-inspiron-15-5593-5593n5i5461w-i51035g1-bac-s200600696.html,Laptop Dell Inspiron 15 5593 5593-N5I5461W ( 15.6" Full HD/Intel Core i5-1035G1/8GB/512GB SSD/NVIDIA GeForce MX230/Windows 10 Home 64-bit/1.8kg),19.490.000đ,Dell,12,Bạc,Inspiron,5593-N5I5461W,"Core i5 , Intel Core thế hệ thứ 10","Intel Core i5-1035G1 ( 1.0 GHz - 3.6 GHz / 6MB / 4 nhân, 8 luồng )",NVIDIA GeForce MX230  2GB  GDDR5 / Intel UHD Graphics,1 x 8GB  DDR4  2666MHz ( 2 Khe cắm / Hỗ trợ tối đa 16GB ),"15.6"" ( 1920 x 1080 ) Full HD  không cảm ứng , Màn hình chống lóa , HD webcam",512GB SSD M.2 NVMe /,"1 x 2.5"" SATA , 1 x M.2 SATA/NVMe",M.2 SATA/NVMe,1 x HDMI,", 2 x USB 3.1 , 1 x USB 2.0 , 1 x SD card slot , LAN 100 Mbps","WiFi 802.11ac , Bluetooth 4.1","thường , có phím số , LED",Windows 10 Home 64-bit,36.39 x 24.9 x 1.99 cm,"3 cell  42 Wh , Pin liền",1.8 kg,,không đèn,"Sạc, sách HDSD",,,,
https://phongvu.vn//may-tinh-xach-tay-laptop-msi-thin-gf63-10scxr-1218vn-i5-10300h-hm470-den-s201000022.html,Laptop MSI Thin GF63 10SCXR 1218VN ( 15.6" Full HD/ 144Hz/Intel Core i5-10300H/8GB/512GB SSD/NVIDIA GeForce GTX 1650/Windows 10 Home 64-bit/1.9kg),20.990.000đ,MSI,12,Đen,GF Series,1218VN,"Core i5 , Intel Core thế hệ thứ 10","Intel Core i5-10300H ( 2.5 GHz - 4.5 GHz / 8MB / 4 nhân, 8 luồng )",NVIDIA GeForce GTX 1650  4GB  GDDR6 / Intel UHD Graphics,1 x 8GB  DDR4  2666MHz ( 2 Khe cắm / Hỗ trợ tối đa 64GB ),"15.6"" ( 1920 x 1080 ) Full HD  IPS  144Hz , không cảm ứng , HD webcam",512GB SSD M.2 NVMe /,"1 x 2.5"" SATA , 1 x M.2 SATA/NVMe",M.2 SATA/NVMe,1 x HDMI,"1 x USB Type C , 3 x USB 3.1 , LAN 1 Gb/s","WiFi 802.11ax (Wifi 6) , Bluetooth 5.1","thường , không phím số , LED",Windows 10 Home 64-bit,35.9 x 25.4 x 2.17 cm,"3 cell  51 Wh , Pin liền",1.9 kg,,,"Adapter, dây nguồn",,,,
https://phongvu.vn//may-tinh-xach-tay-laptop-lenovo-ideapad-l340-15irh-81lk007jvn-i7-9750h-den-s19070178.html,Laptop Lenovo Ideapad L340-15IRH (81LK007JVN) (15" FHD/i7-9750H/8GB/1TB HDD/GTX 1050/Free DOS/2.2 kg),20.500.000đ,Lenovo,12,Đen,Ideapad,81LK007JVN,"Core i7 , Intel Core thế hệ thứ 9","Intel Core i7 9750H ( 2.6 GHz - 4.5 GHz / 12MB / 6 nhân, 12 luồng )",NVIDIA GeForce GTX 1050  3GB  GDDR5 / Intel UHD Graphics 630,8GB  DDR4  2666MHz ( 1 Khe cắm / Hỗ trợ tối đa 32GB ),"15.6"" ( 1920 x 1080 ) Full HD  không cảm ứng , HD webcam",1TB HDD 5400RPM,"1 x 2.5"" SATA , 1 x M.2 NVMe",M.2 NVMe,1 x HDMI,"1 x USB Type C , 2 x USB 3.1 Gen 1 , 1 x SD card slot , LAN 1 Gb/s","WiFi 802.11ac , Bluetooth 4.2","thường , có phím số , LED",Free DOS,36.3 x 25.46 x 2.39 cm,"3 cell  45 Wh , Pin liền",2.2 kg,,LED,"Adapter, dây nguồn",,Có,,
https://phongvu.vn//may-tinh-xach-tay-laptop-acer-spin-5-sp513-52n-556v-nx-gr7sv-004-xam-s1805026.html,Laptop Acer Spin 5 SP513-52N-556V (NX.GR7SV.004) (13.3" FHD/i5-8250U/8GB/UHD 620/Win10/1.5 kg),21.499.000đ,ACER,12,Xám,Spin 5,NX.GR7SV.004,"Core i5 , Intel Core thế hệ thứ 8","Intel Core i5-8250U ( 1.6 GHz - 3.4 GHz / 6MB / 4 nhân, 8 luồng )",Intel UHD Graphics 620,8GB Onboard  DDR4  2400MHz  Không nâng cấp được ),"13.3"" ( 1920 x 1080 ) Full HD  IPS  cảm ứng , HD webcam",256GB SSD M.2 SATA /,1 x M.2 SATA/NVMe,M.2 SATA/NVMe,1 x HDMI,"1 x USB 3.1 Gen 1 Type C / DisplayPort , 2 x USB 3.0 , 1 x USB 2.0 , 1 x SD card slot","WiFi 802.11ac , Bluetooth 4.1","thường , không phím số , LED",Windows 10 Home SL 64-bit,32.4 x 22.6 x 1.59 cm,"3 cell  53 Wh , Pin liền",1.5 kg,Vân tay,không đèn,,,,,
https://phongvu.vn//may-tinh-xach-tay-laptop-asus-zenbook-ux433fa-a6061t-i5-8265u-s18120261.html,Laptop ASUS ZenBook 14 UX433FA-A6061T (14" FHD/i5-8265U/8GB/256GB SSD/UHD 620/Win10/1.2 kg),22.990.000đ,ASUS,24,Xanh,ZenBook,A6061T,"Core i5 , Intel Core thế hệ thứ 8","Intel Core i5-8265U ( 1.6 GHz - 3.9 GHz / 6MB / 4 nhân, 8 luồng )",Intel UHD Graphics 620,8GB Onboard  LPDDR3  Không nâng cấp được ),"14"" ( 1920 x 1080 ) Full HD  IPS  không cảm ứng , HD webcam",256GB SSD M.2 NVMe /,1 x M.2 SATA/NVMe,M.2 SATA/NVMe,1 x HDMI,"1 x USB 3.1 Gen 2 Type C , 1 x USB 3.1 , 1 x USB 2.0 , 1 x micro SD card slot","WiFi 802.11ac , Bluetooth 5.0","thường , không phím số , LED",Windows 10 Home SL 64-bit,31.9 x 19.9 x 1.59 cm,"3 cell  50 Wh , Pin liền",1.2 kg,,không đèn,,Bàn phím số tích hợp trên touchpad,,,
https://phongvu.vn//may-tinh-xach-tay-laptop-acer-nitro-5-an515-54-52ez-nh-q59sv-019-i5-9300h-den-s19070187.html,Laptop Acer Nitro 5 AN515-54-52EZ (NH.Q59SV.019) (15" FHD/i5-9300H/8GB/256GB SSD/GeForce GTX 1650/Win10/2.3 kg),24.990.000đ,ACER,12,Đen,Nitro 5,NH.Q59SV.019,"Core i5 , Intel Core thế hệ thứ 9","Intel Core i5 9300H ( 2.4 GHz - 4.1 GHz / 8MB / 4 nhân, 8 luồng )",NVIDIA GeForce GTX 1650  4GB  GDDR5,1 x 8GB  DDR4  2400MHz ( 2 Khe cắm / Hỗ trợ tối đa 32GB ),"15.6"" ( 1920 x 1080 ) Full HD  IPS  không cảm ứng , HD webcam",256GB SSD M.2 NVMe /,"1 x 2.5"" SATA , 1 x M.2 SATA/NVMe",M.2 SATA/NVMe,1 x HDMI,"1 x USB Type C , 2 x USB 3.1 , 1 x USB 2.0 , LAN 1 Gb/s","WiFi 802.11ac , Bluetooth 5.0","thường , có phím số , LED",Windows 10 Home 64-bit,36.34 x 25.5 x 2.59  cm,4 cell  55 Wh,2.3 kg,,không đèn,,,,,
https://phongvu.vn//may-tinh-xach-tay-laptop-acer-nitro-5-an51543r4vj-nhq6zsv004-amd-ryzen-7-3750h-den-s200601141.html,Laptop ACER Nitro 5 AN515-43-R4VJ NH.Q6ZSV.004 ( 15.6" Full HD/AMD Ryzen 7 3750H/8GB/512GB SSD/NVIDIA GeForce GTX 1650/Windows 10 Home 64-bit/2.3kg),19.990.000đ,ACER,12,Đen,Nitro 5,NH.Q6ZSV.004,"Ryzen 7 , AMD Ryzen thế hệ thứ 3","AMD Ryzen 7 3750H ( 2.3 GHz / 4MB / 4 nhân, 8 luồng )",NVIDIA GeForce GTX 1650  4GB  GDDR5 / AMD Radeon Vega 10 Graphics,8GB  DDR4  2400MHz ( 2 Khe cắm / Hỗ trợ tối đa 32GB ),"15.6"" ( 1920 x 1080 ) Full HD  IPS  không cảm ứng , HD webcam",512GB SSD M.2 NVMe /,2 x M.2 NVMe,M.2 NVMe (Hỗ trợ Intel Optane),1 x HDMI,"1 x USB Type C , 2 x USB 3.1 , 1 x USB 2.0 , LAN 1 Gb/s","WiFi 802.11ac , Bluetooth","thường , có phím số , LED",Windows 10 Home 64-bit,36.34 x 25.5 x 2.59 cm,"4 cell  55 Wh , Pin liền",2.3 kg,,không đèn,Cáp + Sạc,,,,
https://phongvu.vn//may-tinh-xach-tay-laptop-dell-vostro-15-3590-3590-grmgk2-i7-10510u-den-s200700384.html,Laptop Dell Vostro 15 3590 3590-GRMGK2 ( 15.6" Full HD/Intel Core i7-10510U/8GB/256GB SSD/AMD Radeon 610/Windows 10 Home SL 64-bit/2.1kg),20.990.000đ,Dell,12,Đen,Vostro,3590-GRMGK2,"Core i7 , Intel Core thế hệ thứ 10","Intel Core i7-10510U ( 1.8 GHz - 4.9 GHz / 8MB / 4 nhân, 8 luồng )",AMD Radeon 610  2GB  GDDR5 / Intel UHD Graphics,1 x 8GB  DDR4  2666MHz ( 2 Khe cắm / Hỗ trợ tối đa 16GB ),"15.6"" ( 1920 x 1080 ) Full HD  TN  không cảm ứng , Màn hình chống lóa , HD webcam",256GB SSD M.2 NVMe /,"1 x 2.5"" SATA , 1 x M.2 NVMe",M.2 NVMe,"1 x HDMI , 1 x VGA/D-sub",", 2 x USB 3.1 , 1 x USB 2.0 , 1 x micro SD card slot , LAN 1 Gb/s","WiFi 802.11ac , Bluetooth 4.1","thường , có phím số , không đèn",Windows 10 Home SL 64-bit,38 x 25.8 x 2.0 cm,"3 cell  42 Wh , Pin liền",2.1 kg,Vân tay,không đèn,,,,DVD/CD RW,
https://phongvu.vn//may-tinh-xach-tay-laptop-acer-aspire-7-a715-41g-r282-nh-q8ssv-005-amd-ryzen-5-3550h-den-s201000018.html,Laptop ACER Aspire 7 A715-41G-R282 NH.Q8SSV.005 ( 15.6" Full HD/AMD Ryzen 5 3550H/8GB/512GB SSD/NVIDIA GeForce GTX 1650Ti/Windows 10 Home 64-bit/2.1kg),19.990.000đ,ACER,12,Đen,Aspire 7,NH.Q8SSV.005,"Ryzen 5 , AMD Ryzen thế hệ thứ 3","AMD Ryzen 5 3550H ( 2.1 GHz - 3.7 GHz / 4MB / 4 nhân, 8 luồng )",NVIDIA GeForce GTX 1650Ti  4GB  GDDR6 / AMD Radeon Vega 8 Graphics,1 x 8GB  DDR4  2400MHz ( 2 Khe cắm / Hỗ trợ tối đa 32GB ),"15.6"" ( 1920 x 1080 ) Full HD  IPS  không cảm ứng , HD webcam",512GB SSD M.2 NVMe /,1 x M.2 NVMe,M.2 NVMe,1 x HDMI,"1 x USB Type C , 2 x USB 3.2 , 1 x USB 2.0 , LAN 1 Gb/s","WiFi 802.11ax (Wifi 6) , Bluetooth 4.1","thường , có phím số , LED",Windows 10 Home 64-bit,36.34 x 25.45 x 2.325 cm,"48 Wh , Pin liền",2.1 kg,,không đèn,Cáp + sạc,,,,
https://phongvu.vn//may-tinh-xach-tay-laptop-dell-vostro-14-5490-5490-fmkjv11-i5-10210u-bac-s201100503.html,Laptop Dell Inspiron 14 5490 FMKJV11 ( 14" Full HD/Intel Core i5-10210U/8GB/512GB SSD/NVIDIA GeForce MX230/Windows 10 Home SL 64-bit/1.5kg),20.990.000đ,Dell,12,Bạc,Inspiron,FMKJV11,"Core i5 , Intel Core thế hệ thứ 10","Intel Core i5-10210U ( 1.6 GHz - 4.2 GHz / 6MB / 4 nhân, 8 luồng )",NVIDIA GeForce MX230  2GB  GDDR5 / Intel UHD Graphics,8GB (4GB + 4GB Onboard)  DDR4  2666MHz ( 1 Khe cắm / Hỗ trợ tối đa 16GB ),"14"" ( 1920 x 1080 ) Full HD  WVA  không cảm ứng , Màn hình chống lóa , HD webcam",512GB SSD M.2 NVMe /,1 x M.2 NVMe,M.2 NVMe,1 x HDMI,"1 x USB Type C / DisplayPort , 2 x USB 3.1 Gen 1 , 1 x USB 2.0 , 1 x micro SD card slot","WiFi 802.11ac , Bluetooth 5.0","thường , không phím số , LED",Windows 10 Home SL 64-bit,32.18 x 21.7 x 1.93 cm,"3 cell  51 Wh , Pin liền",1.5 kg,,không đèn,,,,,
https://phongvu.vn//may-tinh-xach-tay-laptop-dell-vostro-14-5402-v5402a-p130g002v5402a-i5-1035g1-den-s201104483.html,Laptop Dell Vostro 14 5402 V5402A-P130G002V5402A ( 14" Full HD/Intel Core i5-1135G7/8GB/256GB SSD/NVIDIA GeForce MX330/Windows 10 Home SL 64-bit/1.4kg),19.990.000đ,Dell,12,Xám,Vostro,V5402A-P130G002V5402A,"Core i5 , Intel Core thế hệ thứ 11","Intel Core i5-1135G7 ( 4.2 GHz / 8MB / 4 nhân, 8 luồng )",NVIDIA GeForce MX330  2GB  GDDR5 / Intel Iris Xe Graphics,1 x 8GB  DDR4  3200MHz ( 1 Khe cắm / Hỗ trợ tối đa 32GB ),"14"" ( 1920 x 1080 ) Full HD  WVA  không cảm ứng , HD webcam",256GB SSD M.2 NVMe /,"1 x 2.5"" SATA , 1 x M.2 NVMe",M.2 NVMe,1 x HDMI,"1 x USB Type C / DisplayPort / Data / Power Delivery , 2 x USB 3.2 , 1 x micro SD card slot , LAN 1 Gb/s","WiFi 802.11ac , Bluetooth 5.0","thường , không phím số , LED",Windows 10 Home SL 64-bit,32.13 x 21.62 x 1.79 cm,"3 cell  40 Wh , Pin liền",1.4 kg,Vân tay,không đèn,"Adapter, dây nguồn",,,,
https://phongvu.vn//may-tinh-xach-tay-laptop-hp-envy-13-ah1010tu-5hy94pa-vang-s18120012.html,Laptop HP ENVY 13-ah1010TU (5HY94PA) (13.3" FHD/i5-8265U/8GB/128GB SSD/UHD 620/Win10/1.3 kg),21.490.000đ,HP,12,Vàng,Envy,5HY94PA,"Core i5 , Intel Core thế hệ thứ 8","Intel Core i5-8265U ( 1.6 GHz - 3.9 GHz / 6MB / 4 nhân, 8 luồng )",Intel UHD Graphics 620,8GB Onboard  LPDDR3  Không nâng cấp được ),"13.3"" ( 1920 x 1080 ) Full HD  IPS  không cảm ứng , HD webcam",128GB SSD M.2 SATA /,1 x M.2 SATA/NVMe,M.2 SATA/NVMe,,"1 x USB Type C / DisplayPort , 2 x USB 3.0 , 1 x micro SD card slot","WiFi 802.11ac , Bluetooth 5.0","thường , không phím số , LED",Windows 10 Home SL 64-bit,30.7 x 21.12 x 1.49 cm,"4 cell  53 Wh , Pin liền",1.3 kg,Vân tay,không đèn,,,,,
https://phongvu.vn//may-tinh-xach-tay-laptop-hp-probook-430-g5-2xr79pa-bac-s1703320.html,Laptop HP ProBook 430 G5 (2XR79PA) (13.3" FHD/i7-8550U/8GB/1TB HDD/UHD 620/Free DOS),21.490.000đ,HP,12,Bạc,ProBook,2XR79PA,"Core i7 , Intel Core thế hệ thứ 8","Intel Core i7-8550U ( 1.8 GHz - 4.0 GHz / 8MB / 4 nhân, 8 luồng )",Intel UHD Graphics 620,1 x 8GB  DDR4  2400MHz ( 2 Khe cắm / Hỗ trợ tối đa 16GB ),"13.3"" ( 1920 x 1080 ) Full HD  không cảm ứng , Màn hình chống lóa , HD webcam",1TB HDD 5400RPM,"1 x 2.5"" SATA , 1 x M.2 SATA/NVMe",M.2 SATA/NVMe,"1 x HDMI , 1 x VGA/D-sub","1 x USB 3.1 Gen 1 Type C / DisplayPort , 2 x USB 3.1 Gen 1 , 1 x SD card slot , LAN 1 Gb/s","WiFi 802.11ac , Bluetooth 4.1","thường , không phím số , LED",Free DOS,32.6 x 23.4 x 1.98 cm,"3 cell  48 Wh , Pin liền",1.6 kg,Vân tay,không đèn,,,,,
https://phongvu.vn//may-tinh-xach-tay-laptop-acer-swift-3-sf31457g53t1-nxhjesv001-i51035g1-xam-s191100742.html,Laptop Acer Swift 3 SF314-57G-53T1 (NX.HJESV.001) (14" FHD/i5-1035G1/8GB/512GB SSD/MX250/Win10/1.2kg),20.190.000đ,ACER,12,Xám,Swift 3,NX.HJESV.001,"Core i5 , Intel Core thế hệ thứ 10","Intel Core i5-1035G1 ( 1.0 GHz - 3.6 GHz / 6MB / 4 nhân, 8 luồng )",NVIDIA GeForce MX250  2GB  GDDR5 / Intel UHD Graphics,8GB Onboard  LPDDR4  2666MHz  Không nâng cấp được ),"14"" ( 1920 x 1080 ) Full HD  IPS  không cảm ứng , HD webcam",512GB SSD M.2 NVMe /,1 x M.2 NVMe,M.2 NVMe,1 x HDMI,"1 x USB Type C , 1 x USB 3.1 , 1 x USB 2.0","WiFi 802.11ax (Wifi 6) , Bluetooth 5.0","thường , không phím số , LED",Windows 10 Home 64-bit,31.95 x 21.7 x 1.59 cm,"3 cell  48 Wh , Pin liền",1.2 kg,Vân tay,không đèn,Cáp + Sạc,,,,
https://phongvu.vn//may-tinh-xach-tay-laptop-lenovo-ideapad-720s-13ikb-81bv0061vn-i5-8250u-vang-s1704883.html,Laptop Lenovo Ideapad 720s-13IKB (81BV0061VN) (13.3" FHD/i5-8250U/8GB/UHD 620/Win10/1.1 kg),21.990.000đ,Lenovo,12,Vàng,Ideapad,81BV0061VN,"Core i5 , Intel Core thế hệ thứ 8","Intel Core i5-8250U ( 1.6 GHz - 3.4 GHz / 6MB / 4 nhân, 8 luồng )",Intel UHD Graphics 620,1 x 8GB Onboard  DDR4  2400MHz ( 1 Khe cắm / Không nâng cấp được ),"13.3"" ( 1920 x 1080 ) Full HD  IPS  không cảm ứng , Màn hình chống lóa , HD webcam",256GB SSD M.2 NVMe /,1 x M.2 NVMe,M.2 NVMe,,"2 x USB 3.1 Gen 1 Type C , 2 x USB 3.0 , 1 x SD card slot","WiFi 802.11ac , Bluetooth 4.2","thường , không phím số , LED",Windows 10 Home SL 64-bit,30.59 x 21.38 x 1.36 cm,"4 cell  48 Wh , Pin liền",1.1 kg,Vân tay,không đèn,,,,,
https://phongvu.vn//may-tinh-xach-tay-laptop-asus-zenbook-ux433fa-a6113t-i5-8265u-s19010048.html,Laptop ASUS ZenBook 14 UX433FA-A6113T (14" FHD/i5-8265U/8GB/256GB SSD/UHD 620/Win10/1.2 kg),22.990.000đ,ASUS,24,Bạc,ZenBook,A6113T,"Core i5 , Intel Core thế hệ thứ 8","Intel Core i5-8265U ( 1.6 GHz - 3.9 GHz / 6MB / 4 nhân, 8 luồng )",Intel UHD Graphics 620,8GB Onboard  DDR3L  Không nâng cấp được ),"14"" ( 1920 x 1080 ) Full HD  không cảm ứng , HD webcam",256GB SSD M.2 NVMe /,1 x M.2 SATA/NVMe,M.2 SATA/NVMe,1 x HDMI,"1 x USB 3.1 Gen 2 Type C , 1 x USB 3.1 , 1 x USB 2.0 , 1 x micro SD card slot","WiFi 802.11ac , Bluetooth 5.0","thường , không phím số , LED",Windows 10 Home SL 64-bit,31.9 x 19.9 x 1.59 cm,"3 cell  50 Wh , Pin liền",1.2 kg,,không đèn,USB to LAN 1Gb/s,Bàn phím số tích hợp trên touchpad,,,
https://phongvu.vn//may-tinh-xach-tay-laptop-asus-s530fn-bq138t-i7-8565u-vang-s19030165.html,Laptop ASUS VivoBook S15 S530FN-BQ138T (15.6" FHD/i7-8565U/8GB/1TB HDD/MX150/Win10/1.7 kg),22.090.000đ,ASUS,24,Vàng,VivoBook,BQ138T,"Core i7 , Intel Core thế hệ thứ 8","Intel Core i7-8565U ( 1.8 GHz - 4.6 GHz / 8MB / 4 nhân, 8 luồng )",NVIDIA GeForce MX150  2GB  GDDR5 / Intel UHD Graphics 620,1 x 8GB  DDR4  2400MHz ( 2 Khe cắm / Hỗ trợ tối đa 16GB ),"15.6"" ( 1920 x 1080 ) Full HD  không cảm ứng , HD webcam",1TB HDD 5400RPM,"1 x 2.5"" SATA , 1 x M.2 SATA/NVMe",M.2 SATA/NVMe,1 x HDMI,"1 x USB Type C , 1 x USB 3.0 , 2 x USB 2.0 , 1 x micro SD card slot","WiFi 802.11ac , Bluetooth 4.2","thường , có phím số , LED",Windows 10 Home SL 64-bit,36.1 x 24.3 x 1.8 cm,"3 cell  42 Wh , Pin liền",1.7 kg,Vân tay,không đèn,,,,,
https://phongvu.vn//may-tinh-xach-tay-laptop-asus-tuf-gaming-fa506ihal018t-amd-ryzen-5-4600h-xam-s200601137.html,Laptop ASUS TUF Gaming FA506IH-AL018T AL018T ( 15.6" Full HD/ 144Hz/AMD Ryzen 5 4600H/8GB/512GB SSD/NVIDIA GeForce GTX 1650/Windows 10 Home 64-bit/2.3kg),20.490.000đ,ASUS,24,Xám,TUF Gaming,AL018T,"Ryzen 5 , AMD Ryzen thế hệ thứ 4","AMD Ryzen 5 4600H ( 3.0 GHz - 4.0 GHz / 8MB / 6 nhân, 12 luồng )",NVIDIA GeForce GTX 1650  4GB  GDDR6 / AMD Radeon Graphics,1 x 8GB  DDR4  3200MHz ( 2 Khe cắm / Hỗ trợ tối đa 32GB ),"15.6"" ( 1920 x 1080 ) Full HD  IPS  144Hz , không cảm ứng , HD webcam",512GB SSD M.2 NVMe /,"1 x 2.5"" SATA , 1 x M.2 NVMe",M.2 NVMe,1 x HDMI,"1 x USB Type C / DisplayPort , 2 x USB 3.2 , 1 x USB 2.0 , LAN 1 Gb/s","WiFi 802.11ac , Bluetooth","thường , có phím số , RGB",Windows 10 Home 64-bit,36 x 26.2 x 2.60 cm,"3 cell  48 Wh , Pin liền",2.3 kg,,RGB,,,,,
https://phongvu.vn//may-tinh-xach-tay-laptop-acer-swift-3-sf313-53-503a-nx-a4jsv-002-i5-1135g7-bac-s201100387.html,Laptop ACER Swift 3 SF313-53-503A NX.A4JSV.002 ( 13.5" Quad HD (2K)/Intel Core i5-1135G7/8GB/512GB SSD/Windows 10 Home 64-bit/1.2kg),20.990.000đ,ACER,12,Bạc,Swift 3,NX.A4JSV.002,"Core i5 , Intel Core thế hệ thứ 11","Intel Core i5-1135G7 ( 4.2 GHz / 8MB / 4 nhân, 8 luồng )",Intel Iris Xe Graphics,8GB Onboard  LPDDR4X  2666MHz  Không nâng cấp được ),"13.5"" ( 2556 x 1504 ) Quad HD (2K)  IPS  không cảm ứng , HD webcam",512GB SSD M.2 NVMe /,1 x M.2 NVMe,M.2 NVMe,1 x HDMI,", 2 x USB 3.2 , 1 x Thunderbolt 4","WiFi 802.11ax (Wifi 6) , Bluetooth","thường , không phím số , LED",Windows 10 Home 64-bit,30.25 x 23.388 x 1.595 cm,"3 cell  56 Wh , Pin liền",1.2 kg,,không đèn,"Adapter, dây nguồn",,,,
https://phongvu.vn//may-tinh-xach-tay-laptop-acer-aspire-a717-72g-57y3-nh-gxdsv-001-den-s1810764.html,Laptop Acer Aspire 7 A717-72G-57Y3 (NH.GXDSV.001) (17.3" FHD/i5-8300H/8GB/1TB HDD/Linux/2.2 kg),21.999.000đ,ACER,12,Đen,Aspire 7,NH.GXDSV.001,"Core i5 , Intel Core thế hệ thứ 8","Intel Core i5-8300H ( 2.3 GHz - 4.0 GHz / 8MB / 4 nhân, 8 luồng )",NVIDIA GeForce GTX 1050  4GB  GDDR5 / Intel UHD Graphics 630,1 x 8GB  DDR4  2400MHz ( 2 Khe cắm / Hỗ trợ tối đa 16GB ),"17.3"" ( 1920 x 1080 ) Full HD  không cảm ứng , HD webcam",1TB HDD 5400RPM,"1 x 2.5"" SATA , 1 x M.2 SATA/NVMe",M.2 SATA/NVMe,1 x HDMI,"1 x USB Type C , 1 x USB 3.0 , 2 x USB 2.0 , 1 x SD card slot , LAN 1 Gb/s","WiFi 802.11ac , Bluetooth 4.2","thường , có phím số , LED",Linux,28.3 x 423.3 x 289.9 mm,"4 cell  41 Wh , Pin liền",2.2 kg,Vân tay,không đèn,,,,,
