URL,Name,Cost,Thương hiệu,Bảo hành,Màu sắc,Series laptop,Part-number,Thế hệ CPU,CPU,Chip đồ họa,RAM,Màn hình,Lưu trữ,Số cổng lưu trữ tối đa,Kiểu khe M.2 hỗ trợ,Cổng xuất hình,Cổng kết nối,Kết nối không dây,Bàn phím,Hệ điều hành,Kích thước,Pin,Khối lượng,Bảo mật,Đèn LED trên máy,Phụ kiện đi kèm,Tính năng,Mic,Ổ đĩa quang,Mô tả bảo hành
https://phongvu.vn//may-tinh-xach-tay-laptop-asus-x407ma-bv043t-n4000-vang-dong-s1805439.html,Laptop ASUS VivoBook X407MA-BV043T (14" HD/N4000/4GB/1TB HDD/UHD 600/Win10/1.5 kg),6.390.000đ,ASUS,24,Vàng đồng,VivoBook,BV043T,"Celeron , Intel Celeron N","Intel Celeron N4000 ( 1.1 GHz - 2.6 GHz / 4MB / 2 nhân, 2 luồng )",Intel UHD Graphics 600,1 x 4GB  DDR4  2400MHz ( 1 Khe cắm / Hỗ trợ tối đa 8GB ),"14"" ( 1366 x 768 ) HD  không cảm ứng , HD webcam",1TB HDD 5400RPM,"1 x 2.5"" SATA , 1 x M.2 SATA",M.2 SATA,1 x HDMI,", 1 x USB 3.0 , 1 x USB 2.0 , 1 x micro SD card slot","WiFi 802.11n , Bluetooth 4.0","thường , không phím số , không đèn",Windows 10 Home SL 64-bit,32.8 x 24.6 x 2.19 cm,"3 cell  33 Wh , Pin liền",1.5 kg,Vân tay,không đèn,,,,,
https://phongvu.vn//may-tinh-xach-tay-laptop-asus-vivobook-e210ma-gj083t-celeron-n4020-den-s201000020.html,Laptop ASUS Vivobook E210MA GJ083T ( 11.6" HD/Intel Celeron N4020/4GB/128GB SSD/Windows 10 Home SL 64-bit/1kg),5.990.000đ,ASUS,24,Xanh,VivoBook,GJ083T,"Celeron , Intel Celeron N","Intel Celeron N4020 ( 1.10 GHz - 2.80 GHz / 4MB / 2 nhân, 2 luồng )",Intel UHD Graphics 600,1 x 4GB Onboard  DDR4  2400MHz  Không nâng cấp được ),"11.6"" ( 1366 x 768 ) HD  không cảm ứng , Màn hình chống lóa , VGA webcam",128GB eMMC /,1 x M.2 NVMe,M.2 NVMe,1 x HDMI,"1 x USB Type C , 1 x USB 3.2 , 1 x USB 2.0 , 1 x micro SD card slot","WiFi 802.11ac , Bluetooth 4.2","thường , không phím số , không đèn",Windows 10 Home SL 64-bit,27.91 x 19.12 x 1.69 cm,"2 cell  38 Wh , Pin liền",1 kg,,không đèn,"Adapter, cáp sạc, tài liệu",Phím số ảo tích hợp trên touchpadMàn hình gập 180 độ,,,
https://phongvu.vn//may-tinh-xach-tay-laptop-acer-aspire-3-a31534c38y-nxhe3sv00g-celeron-n4020-den-s200601143.html,Laptop ACER Aspire 3 A315-34-C38Y NX.HE3SV.00G ( 15.6" HD/Intel Celeron N4020/4GB/256GB SSD/Windows 10 Home 64-bit/1.7kg),6.990.000đ,ACER,12,Đen,Aspire 3,NX.HE3SV.00G,"Celeron , Intel Celeron N","Intel Celeron N4020 ( 1.10 GHz - 2.80 GHz / 4MB / 2 nhân, 2 luồng )",Intel UHD Graphics 600,1 x 4GB Onboard  DDR4  2666MHz ( 1 Khe cắm / Hỗ trợ tối đa 8GB ),"15.6"" ( 1280 x 720 ) HD  không cảm ứng , VGA webcam",256GB SSD M.2 NVMe /,"1 x 2.5"" SATA , 1 x M.2 NVMe",M.2 NVMe,1 x HDMI,", 1 x USB 3.1 , 2 x USB 2.0 , LAN 1 Gb/s","WiFi 802.11ac , Bluetooth 4.2","thường , có phím số , không đèn",Windows 10 Home 64-bit,36.34 x 24.75 x 1.99 cm,"2 cell  37 Wh , Pin liền",1.7 kg,,không đèn,Cáp + Sạc,,,,
https://phongvu.vn//may-tinh-xach-tay-laptop-asus-vivobook-x509ma-br270t-n4020-bac-s201200081.html,Laptop ASUS Vivobook X509MA BR270T ( 15.6" HD/Intel Celeron N4020/4GB/256GB SSD/Windows 10 Home SL 64-bit/1.6kg),6.990.000đ,ASUS,24,Bạc,VivoBook,BR270T,"Celeron , Intel Celeron N","Intel Celeron N4020 ( 1.10 GHz - 2.80 GHz / 4MB / 2 nhân, 2 luồng )",Intel UHD Graphics 600,1 x 4GB  DDR4  2666MHz ( 1 Khe cắm / Hỗ trợ tối đa 16GB ),"15.6"" ( 1366 x 768 ) HD  không cảm ứng , Màn hình chống lóa , VGA webcam",256GB SSD M.2 NVMe /,1 x M.2 NVMe,M.2 NVMe,1 x HDMI,"1 x USB Type C , 1 x USB 3.1 , 2 x USB 2.0 , 1 x micro SD card slot","WiFi 802.11ac , Bluetooth 5.0","thường , có phím số , không đèn",Windows 10 Home SL 64-bit,36.02 x 23.49 x 2.29 cm,"2 cell  32 Wh , Pin liền",1.6 kg,Vân tay,không đèn,,,,,
https://phongvu.vn//may-tinh-xach-tay-laptop-acer-aspire-3-a31534p3lc-nxhe3sv004-n5000-den-s191000366.html,Laptop Acer Aspire 3 A315-34-P3LC (NX.HE3SV.004) (15" HD/Pentium N5000/4GB/256GB SSD/UHD 605/Win10/1.7 kg),8.090.000đ,ACER,12,Đen,Aspire 3,NX.HE3SV.004,"Pentium , Intel Pentium Silver","Intel Pentium Silver N5000 ( 1.1 GHz - 2.7 GHz / 4MB / 4 nhân, 4 luồng )",Intel UHD Graphics 605,1 x 4GB Onboard  DDR4  2133MHz ( 1 Khe cắm / Hỗ trợ tối đa 8GB ),"15.6"" ( 1280 x 720 ) HD  không cảm ứng , VGA webcam",256GB SSD M.2 NVMe /,"1 x 2.5"" SATA , 1 x M.2 NVMe",M.2 NVMe,1 x HDMI,", 1 x USB 3.1 , 2 x USB 2.0 , LAN 1 Gb/s","WiFi 802.11ac , Bluetooth 5.0","thường , có phím số , không đèn",Windows 10 Home 64-bit,36.34 x 24.75 x 1.99 cm,2 cell  37 Wh,1.7 kg,,không đèn,,,Có,,
https://phongvu.vn//may-tinh-xach-tay-laptop-lenovo-ideapad-330-14ast-81d5002bvn-amd-a9-9425-den-s1808258.html,Laptop Lenovo Ideapad 330-14AST (81D5002BVN) (14" HD/A9-9420/4GB/500GB HDD/Radeon R5/Win10/2.1 kg),8.290.000đ,Lenovo,12,Đen,Ideapad,81D5002BVN,"A9 , AMD A-series","AMD A9-9420 ( 3.0 GHz - 3.6 GHz / 1MB / 2 nhân, 2 luồng )",AMD Radeon R5 Graphics,1 x 4GB  DDR4  2666MHz ( 1 Khe cắm,"14"" ( 1366 x 768 ) HD  không cảm ứng , HD webcam",500GB HDD 5400RPM,1 x 2.5" SATA,,1 x HDMI,", 1 x USB 3.0 , 1 x USB 2.0 , 1 x SD card slot , LAN 100 Mbps","WiFi 802.11ac , Bluetooth 4.2","thường , không phím số , không đèn",Windows 10 Home SL 64-bit,34 x 25 x 2.3 cm,"2 cell  30 Wh , Pin liền",2.1 kg,,không đèn,,,,,
https://phongvu.vn//may-tinh-xach-tay-laptop-hp-15sdu0059tu-6zf65pa-pentium-n5000-bac-s191200287.html,Laptop HP 15s-du0059TU (6ZF65PA) (15" HD/Pentium N5000/4GB/1TB HDD/UHD 605/Win10/1.7kg),7.990.000đ,HP,12,Bạc,,6ZF65PA,"Pentium , Intel Pentium Silver","Intel Pentium Silver N5000 ( 1.1 GHz - 2.7 GHz / 4MB / 4 nhân, 4 luồng )",Intel UHD Graphics 605,1 x 4GB  DDR4  2133MHz ( 1 Khe cắm / Hỗ trợ tối đa 8GB ),"15.6"" ( 1366 x 768 ) HD  SVA  không cảm ứng , Màn hình chống lóa , HD webcam",1TB HDD 5400RPM,1 x 2.5" SATA,,1 x HDMI,"1 x USB Type C , 2 x USB 3.1 , 1 x SD card slot , LAN 1 Gb/s","WiFi 802.11ac , Bluetooth 4.2","thường , có phím số , không đèn",Windows 10 Home SL 64-bit,35.85 x 24.2 x 1.99 cm,"3 cell  41 Wh , Pin liền",1.7 kg,,không đèn,"Sạc, sách HDSD, Extend USB DVD",,,,
https://phongvu.vn//may-tinh-xach-tay-laptop-asus-vivobook-x509ma-br337t-n5030-bac-s201101147.html,Laptop Asus Vivobook X509MA-BR337T (N5030) (Bạc),7.990.000đ,ASUS,24,Bạc,VivoBook,BR337T,"Pentium , Intel Pentium Silver","Intel Pentium Silver N5030 ( 1.1 GHz - 3.1 GHz / 4MB / 4 nhân, 4 luồng )",Intel UHD Graphics 605,1 x 4GB  DDR4  2400MHz  Không nâng cấp được ),"15.6"" ( 1366 x 768 ) HD  TN  không cảm ứng , HD webcam",256GB SSD M.2 NVMe /,1 x M.2 NVMe,M.2 NVMe,1 x HDMI,"1 x USB Type C , 1 x USB 3.2 , 1 x micro SD card slot","WiFi 802.11ac , Bluetooth 4.1","thường , có phím số , không đèn",Windows 10 Home 64-bit,32.50 x 21.60 x 2.31 cm,"2 cell  32 Wh , Pin liền",1.9 kg,,không đèn,,,,,
https://phongvu.vn//may-tinh-xach-tay-laptop-acer-swift-1-sf114-32-c7u5-nx-gzjsv-003-n4000-s18120305.html,Laptop Acer Swift 1 SF114-32-C7U5 (NX.GZJSV.003) (14" FHD/N4000/4GB/64GB eMMC/UHD 600/Win10/1.4 kg),8.999.000đ,ACER,12,Xanh,Swift 1,NX.GZJSV.003,"Celeron , Intel Celeron N","Intel Celeron N4000 ( 1.1 GHz - 2.6 GHz / 4MB / 2 nhân, 2 luồng )",Intel UHD Graphics 600,1 x 4GB Onboard  DDR4  Không nâng cấp được ),"14"" ( 1920 x 1080 ) Full HD  IPS  không cảm ứng , HD webcam",64GB eMMC /,1 x M.2 SATA,M.2 SATA,1 x HDMI,"1 x USB Type C , 2 x USB 3.0 , 1 x USB 2.0 , 1 x SD card slot","WiFi 802.11ac , Bluetooth 5.0","thường , không phím số , không đèn",Windows 10 Home 64-bit,323 x 228 x 14.95 mm,"3 cell  53 Wh , Pin liền",1.4 kg,Vân tay,không đèn,,,,,
https://phongvu.vn//may-tinh-xach-tay-laptop-asus-d409da-ek498t-amd-ryzen-3-3250u-bac-s200801166.html,Laptop ASUS D409DA EK498T ( 14" Full HD/AMD Ryzen 3 3250U/4GB/1TB HDD/Windows 10 Home 64-bit/1.5kg),9.990.000đ,ASUS,24,Bạc,,EK498T,"Ryzen 3 , AMD Ryzen thế hệ thứ 3","AMD Ryzen 3 3250U ( 2.6 GHz - 3.5 GHz / 4MB / 2 nhân, 4 luồng )",AMD Radeon Graphics,1 x 4GB Onboard  DDR4  2400MHz ( 1 Khe cắm / Hỗ trợ tối đa 12GB ),"14"" ( 1920 x 1080 ) Full HD  TN  không cảm ứng , HD webcam",1TB HDD 5400RPM,"1 x 2.5"" SATA , 1 x M.2 NVMe",M.2 NVMe,1 x HDMI,"1 x USB Type C , 1 x USB 3.0 , 2 x USB 2.0 , 1 x micro SD card slot","WiFi 802.11ac , Bluetooth 4.2","thường , không phím số , không đèn",Windows 10 Home 64-bit,32.5 x 21.6 x 2.29 cm,"2 cell  32 Wh , Pin liền",1.5 kg,Vân tay,không đèn,"Sạc, Hướng dẫn sử dụng",,,,
https://phongvu.vn//may-tinh-xach-tay-laptop-lenovo-ideapad-330-15ikb-81de0278vn-i3-8130u-s18120129.html,Laptop Lenovo Ideapad 330-15KBR (81DE0278VN) (15.6" HD/i3-8130U/4GB/1TB HDD/UHD 620/Free DOS/2.2 kg),10.290.000đ,Lenovo,12,Xám,Ideapad,81DE0278VN,"Core i3 , Intel Core thế hệ thứ 8","Intel Core i3-8130U ( 2.2 GHz - 3.4 GHz / 4MB / 2 nhân, 4 luồng )",Intel UHD Graphics 620,1 x 4GB Onboard  DDR4  2133MHz ( 1 Khe cắm / Hỗ trợ tối đa 12GB ),"15.6"" ( 1366 x 768 ) HD  không cảm ứng , HD webcam",1TB HDD 5400RPM,,,1 x HDMI,"1 x USB Type C , 2 x USB 3.0 , 1 x SD card slot , LAN 1 Gb/s","WiFi 802.11ac , Bluetooth 4.1","thường , có phím số , không đèn",Free DOS,378 x 260 x 22.9 mm,"2 cell  30 Wh , Pin liền",2.2 kg,,không đèn,,,,,
https://phongvu.vn//may-tinh-xach-tay-laptop-acer-aspire-a514-51-35nn-nx-h6usv-001-i3-8145u-s19020002.html,Laptop Acer Aspire 5 A514-51-35NN (NX.H6USV.001) (14" HD/i3-8145U/4GB/1TB HDD/Linux/1.9 kg),10.990.000đ,ACER,12,Bạc,Aspire 5,NX.H6USV.001,"Core i3 , Intel Core thế hệ thứ 8","Intel Core i3-8145U ( 2.1 GHz - 3.9 GHz / 4MB / 2 nhân, 4 luồng )",Intel UHD Graphics 620,1 x 4GB Onboard  DDR4 ( 1 Khe cắm / Hỗ trợ tối đa 12GB ),"14"" ( 1366 x 768 ) HD  không cảm ứng , HD webcam",1TB HDD 5400RPM,"1 x 2.5"" SATA , 1 x M.2 SATA/NVMe",M.2 SATA/NVMe,1 x HDMI,"1 x USB Type C , 2 x USB 3.0 , 1 x SD card slot , LAN 1 Gb/s","WiFi 802.11ac , Bluetooth 4.1","thường , không phím số , không đèn",Linux,34.3 x 25 x 2.23 cm,"3 cell  61 Wh , Pin liền",1.9 kg,,không đèn,,,,DVD/CD RW,
https://phongvu.vn//may-tinh-xach-tay-laptop-acer-aspire-e5-576-34nd-nx-grysv-004-den-s1809229.html,Laptop Acer Aspire E5-576-34ND (NX.GRYSV.004) (15.6" FHD/i3-8130U/4GB/1TB HDD/UHD 620/Win10/2.2 kg),10.790.000đ,ACER,12,Đen,Aspire E5,NX.GRYSV.004,"Core i3 , Intel Core thế hệ thứ 8","Intel Core i3-8130U ( 2.2 GHz - 3.4 GHz / 4MB / 2 nhân, 4 luồng )",Intel UHD Graphics 620,1 x 4GB  DDR3L  1600MHz ( 2 Khe cắm / Hỗ trợ tối đa 16GB ),"15.6"" ( 1920 x 1080 ) Full HD  không cảm ứng , HD webcam",1TB HDD 5400RPM,"1 x 2.5"" SATA , 1 x M.2 SATA/NVMe",M.2 SATA/NVMe,1 x HDMI,"1 x USB Type C , 2 x USB 3.0 , 1 x USB 2.0 , 1 x SD card slot , LAN 1 Gb/s","WiFi 802.11ac , Bluetooth 4.0","thường , có phím số , không đèn",Windows 10 Home SL 64-bit,38 x 26 x 3 cm,4 cell  Pin liền,2.2 kg,,không đèn,,,,,
https://phongvu.vn//may-tinh-xach-tay-laptop-acer-aspire-a315543501-nxhefsv003-i38145u-den-s190800165.html,Laptop Acer Aspire 3 A315-54-3501 (NX.HEFSV.003) (15" FHD/i3-8145U/4GB/256GB SSD/UHD 620/Win10/1.7 kg),10.990.000đ,ACER,12,Đen,Aspire,NX.HEFSV.003,"Core i3 , Intel Core thế hệ thứ 8","Intel Core i3-8145U ( 2.1 GHz - 3.9 GHz / 4MB / 2 nhân, 4 luồng )",Intel UHD Graphics 620,1 x 4GB Onboard  DDR4  2133MHz ( 1 Khe cắm / Hỗ trợ tối đa 8GB ),"15.6"" ( 1920 x 1080 ) Full HD  không cảm ứng , VGA webcam",256GB SSD M.2 NVMe /,1 x M.2 NVMe,M.2 NVMe,1 x HDMI,", 1 x USB 3.1 , 2 x USB 2.0 , LAN 1 Gb/s","WiFi 802.11ac , Bluetooth 4.2","thường , có phím số , không đèn",Windows 10 Home 64-bit,36.34 x 24.75 x 1.99 cm,2 cell  37 Wh,1.7 kg,,không đèn,,,,,
https://phongvu.vn//may-tinh-xach-tay-laptop-asus-vivobook-x409jaek010t-i31005g1u-bac-s200400315.html,Laptop ASUS 14 X409JA-EK010T (14" FHD/i3-1005G1/4GB/1TB HDD/Intel UHD/Win10/1.6kg),10.390.000đ,ASUS,24,Bạc,,90NB0Q91-M00100,"Core i3 , Intel Core thế hệ thứ 10","Intel Core i3-1005G1 ( 1.2 GHz - 3.4 GHz / 4MB / 2 nhân, 4 luồng )",Intel UHD Graphics,1 x 4GB Onboard  DDR4  2400MHz ( 1 Khe cắm / Hỗ trợ tối đa 20GB ),"14"" ( 1920 x 1080 ) Full HD  không cảm ứng , Màn hình chống lóa , VGA webcam",1TB HDD 5400RPM,1 x M.2 NVMe,M.2 NVMe,1 x HDMI,"1 x USB Type C , 1 x USB 3.1 , 2 x USB 2.0 , 1 x micro SD card slot","WiFi 802.11ac , Bluetooth 4.1","thường , không phím số , không đèn",Windows 10 Home 64-bit,32.5 x 21.6 x 2.31 cm,"2 cell  32 Wh , Pin liền",1.6 kg,Vân tay,không đèn,,Adapter,,,
https://phongvu.vn//may-tinh-xach-tay-laptop-acer-aspire-3-a315-54k-37b0-nx-heesv-00d-i3-8130u-den-s200400503.html,Laptop Acer Aspire 3 A315-54K-37B0 (NX.HEESV.00D) (15.6" FHD/i3-8130U/4GB/256GB SSD/Intel UHD/Win10/1.7kg),10.999.000đ,ACER,12,Đen,Aspire 3,NX.HEESV.00D,"Core i3 , Intel Core thế hệ thứ 8","Intel Core i3-8130U ( 2.2 GHz - 3.4 GHz / 4MB / 2 nhân, 4 luồng )",Intel UHD Graphics 620,1 x 4GB Onboard  DDR4  2400MHz ( 1 Khe cắm / Hỗ trợ tối đa 12GB ),"15.6"" ( 1920 x 1080 ) Full HD  không cảm ứng , VGA webcam",256GB SSD M.2 NVMe /,1 x M.2 NVMe,M.2 NVMe,1 x HDMI,", 1 x USB 3.1 , 2 x USB 2.0 , LAN 1 Gb/s","WiFi 802.11ac , Bluetooth 4.2","thường , có phím số , không đèn",Windows 10 Home 64-bit,36.34 x 24.75 x 1.99 cm,"2 cell  37 Wh , Pin liền",1.7 kg,,không đèn,Cáp + sạc,,,,
https://phongvu.vn//may-tinh-xach-tay-laptop-acer-aspire-3-a31523r0ml-nxhvusv004-amd-ryzen-3-3250u-bac-s200500676.html,Laptop Acer Aspire 3 A315-23-R0ML (NX.HVUSV.004) (15.6" FHD/R3 3250U/4GB/512GB SSD/AMD Radeon/Win10/1.7kg),11.090.000đ,ACER,12,Bạc,Aspire 3,NX.HVUSV.004,"Ryzen 3 , AMD Ryzen thế hệ thứ 3","AMD Ryzen 3 3250U ( 2.6 GHz - 3.5 GHz / 4MB / 2 nhân, 4 luồng )",AMD Radeon Graphics,1 x 4GB Onboard  DDR4  2400MHz ( 1 Khe cắm / Hỗ trợ tối đa 12GB ),"15.6"" ( 1920 x 1080 ) Full HD  không cảm ứng , HD webcam",512GB SSD M.2 NVMe /,"1 x 2.5"" SATA , 1 x M.2 NVMe",M.2 NVMe,1 x HDMI,", 2 x USB 3.1 , 1 x USB 2.0 , LAN 1 Gb/s","WiFi 802.11ac , Bluetooth 4.2","thường , có phím số , không đèn",Windows 10 Home 64-bit,36.34 x 25.05 x 1.99 cm,"2 cell  36 Wh , Pin liền",1.7 kg,,không đèn,Cáp + Sạc,,,,
https://phongvu.vn//may-tinh-xach-tay-laptop-lenovo-v330-14ikb-81b0008qvn-i3-7130u-den-s1800944.html,Laptop Lenovo V330-14IKB (81B0008QVN) (14" HD/i3-7130U/4GB/1TB HDD/HD 620/Free DOS/1.5 kg),10.990.000đ,Lenovo,12,Đen,V Series,81B0008QVN,"Core i3 , Intel Core thế hệ thứ 7","Intel Core i3-7130U ( 2.7 GHz / 3MB / 2 nhân, 4 luồng )",Intel HD Graphics 620,1 x 4GB Onboard  DDR4  2133MHz ( 1 Khe cắm / Hỗ trợ tối đa 12GB ),"14"" ( 1366 x 768 ) HD  không cảm ứng , HD webcam",1TB HDD 5400RPM,"1 x 2.5"" SATA , 1 x M.2 NVMe",M.2 NVMe,"1 x HDMI , 1 x VGA/D-sub","1 x USB Type C, 1 x USB Type C / DisplayPort , 2 x USB 3.0 , 1 x SD card slot , LAN 1 Gb/s","WiFi 802.11ac , Bluetooth 4.2","thường , không phím số , không đèn",Free DOS,34.3 x 24.7 x 2.03 cm,"2 cell  30 Wh , Pin liền",1.5 kg,Vân tay,không đèn,,,,,
https://phongvu.vn//may-tinh-xach-tay-laptop-acer-swift-3-sf315-52-38yq-nx-gzbsv-003-vang-s1808444.html,Laptop Acer Swift 3 SF315-52-38YQ (NX.GZBSV.003) (15.6" FHD/i3-8130U/4GB/1TB HDD/UHD 620/Win10/1.6 kg),13.499.000đ,ACER,12,Vàng,Swift 3,NX.GZBSV.003,"Core i3 , Intel Core thế hệ thứ 8","Intel Core i3-8130U ( 2.2 GHz - 3.4 GHz / 4MB / 2 nhân, 4 luồng )",Intel UHD Graphics 620,1 x 4GB  DDR4  2666MHz ( 2 Khe cắm / Hỗ trợ tối đa 16GB ),"15.6"" ( 1920 x 1080 ) Full HD  IPS  không cảm ứng , HD webcam",1TB HDD 5400RPM,"1 x 2.5"" SATA , 1 x M.2 SATA/NVMe",M.2 SATA/NVMe,1 x HDMI,"1 x USB Type C , 2 x USB 3.0 , 1 x USB 2.0 , 1 x SD card slot","WiFi 802.11ac , Bluetooth 4.2","thường , có phím số , không đèn",Windows 10 Home SL 64-bit,34 x 23 x 1.8 cm,"4 cell  48 Wh , Pin liền",1.6 kg,Vân tay,không đèn,,,,,
https://phongvu.vn//may-tinh-xach-tay-laptop-dell-inspiron-14-3476-8j61p1-den-s1808492.html,Laptop Dell Inspiron 3476-8J61P1 (14" HD/i3-8130U/4GB/1TB HDD/UHD 620/Linux/2 kg),10.990.000đ,Dell,12,Đen,Inspiron,8J61P1,"Core i3 , Intel Core thế hệ thứ 8","Intel Core i3-8130U ( 2.2 GHz - 3.4 GHz / 4MB / 2 nhân, 4 luồng )",Intel UHD Graphics 620,1 x 4GB  DDR4  2400MHz ( 2 Khe cắm,"14"" ( 1366 x 768 ) HD  không cảm ứng , HD webcam",1TB HDD 5400RPM,1 x 2.5" SATA,,1 x HDMI,", 2 x USB 3.0 , 1 x USB 2.0 , 1 x SD card slot , LAN 100 Mbps","WiFi 802.11ac , Bluetooth 4.1","thường , không phím số , không đèn",Linux,34.5 x 24.3 x 2.3 cm,"4 cell  40 Wh , Pin rời",2 kg,,không đèn,,,,DVD/CD RW,
https://phongvu.vn//may-tinh-xach-tay-laptop-asus-pro-p1440fafa0609t-i38145u-xam-s190800397.html,Laptop ASUS PRO P1440FA-FA0609T (14" FHD/i3-8145U/4GB/1TB HDD/UHD 620/Win10/1.8 kg),12.690.000đ,ASUS,24,Xám,,FA0609T,"Core i3 , Intel Core thế hệ thứ 8","Intel Core i3-8145U ( 2.1 GHz - 3.9 GHz / 4MB / 2 nhân, 4 luồng )",Intel UHD Graphics 620,1 x 4GB Onboard  DDR4  2400MHz ( 1 Khe cắm / Hỗ trợ tối đa 16GB ),"14"" ( 1920 x 1080 ) Full HD  không cảm ứng , Màn hình chống lóa , HD webcam",1TB HDD 5400RPM,"1 x 2.5"" SATA , 1 x M.2 SATA",M.2 SATA,"1 x HDMI , 1 x VGA/D-sub",", 3 x USB 3.1 , 1 x USB 2.0 , 1 x SD card slot , LAN 1 Gb/s","WiFi 802.11ac , Bluetooth 5.0","thường , không phím số , không đèn",Windows 10 Home SL 64-bit,34.0 x 25.0 x 2.32 cm (W x D x H),"4 cell  44 Wh , Pin liền",1.8 kg,Vân tay,không đèn,,,,DVD/CD RW,
https://phongvu.vn//may-tinh-xach-tay-laptop-hp-340s-g7-240q3pa-i3-1005g1-xam-s200900872.html,Laptop HP 340s G7 240Q3PA ( 14" HD/Intel Core i3-1005G1/4GB/256GB SSD/Windows 10 Home SL 64-bit/1.4kg),10.990.000đ,HP,12,Xám,,240Q3PA,"Core i3 , Intel Core thế hệ thứ 10","Intel Core i3-1005G1 ( 1.2 GHz - 3.4 GHz / 4MB / 2 nhân, 4 luồng )",Intel UHD Graphics,1 x 4GB  DDR4  2666MHz ( 2 Khe cắm / Hỗ trợ tối đa 16GB ),"14"" ( 1366 x 768 ) HD  TN  không cảm ứng , Màn hình chống lóa , HD webcam",256GB SSD M.2 NVMe /,1 x M.2 NVMe,M.2 NVMe,1 x HDMI,"1 x USB Type C , 2 x USB 3.1 , 1 x SD card slot","WiFi 802.11ac , Bluetooth 5.0","thường , không phím số , không đèn",Windows 10 Home SL 64-bit,32.4 x 22.5 x 1.79 cm,"3 cell  42 Wh , Pin liền",1.4 kg,Vân tay,không đèn,,,,,
https://phongvu.vn//may-tinh-xach-tay-laptop-lenovo-ideapad-s14514iil81w600aqvn-i31005g1-den-s200400935.html,Laptop Lenovo Ideapad S145-14IIL-81W600AQVN (14" FHD/i3-1005G1/4GB/256GB SSD/Intel UHD/Win10/1.6kg),10.590.000đ,Lenovo,12,Đen,Ideapad,81W600AQVN,"Core i3 , Intel Core thế hệ thứ 10","Intel Core i3-1005G1 ( 1.2 GHz - 3.4 GHz / 4MB / 2 nhân, 4 luồng )",Intel UHD Graphics,1 x 4GB Onboard  DDR4  2666MHz ( 1 Khe cắm / Hỗ trợ tối đa 12GB ),"14"" ( 1920 x 1080 ) Full HD  TN  không cảm ứng , VGA webcam",256GB SSD M.2 NVMe /,"1 x 2.5"" SATA , 1 x M.2 NVMe",M.2 NVMe,1 x HDMI,", 2 x USB 3.1 , 1 x USB 2.0 , 1 x SD card slot","WiFi 802.11ac , Bluetooth 5.0","thường , không phím số , không đèn",Windows 10 Home 64-bit,32.7 x 24.1 x 1.99 cm,"2 cell  35 Wh , Pin liền",1.6 kg,,không đèn,"Adapter, dây nguồn",,,,
https://phongvu.vn//may-tinh-xach-tay-laptop-dell-inspiron-14-3493-3493wtw3m2-i31005g1-den-s200500672.html,Laptop Dell Inspiron 14 3493-WTW3M2 (14" FHD/i3-1005G1/4GB/256GB SSD/Intel UHD/Win10/1.7kg),10.590.000đ,Dell,12,Đen,Inspiron,3493-WTW3M2,"Core i3 , Intel Core thế hệ thứ 10","Intel Core i3-1005G1 ( 1.2 GHz - 3.4 GHz / 4MB / 2 nhân, 4 luồng )",Intel UHD Graphics,1 x 4GB  DDR4  2666MHz ( 2 Khe cắm / Hỗ trợ tối đa 16GB ),"14"" ( 1920 x 1080 ) Full HD  không cảm ứng , Màn hình chống lóa , HD webcam",256GB SSD M.2 NVMe /,"1 x 2.5"" SATA , 1 x M.2 NVMe",M.2 NVMe,1 x HDMI,", 2 x USB 3.1 , 1 x USB 2.0 , 1 x SD card slot , LAN 100 Mbps","WiFi 802.11ac , Bluetooth 4.1","thường , không phím số , không đèn",Windows 10 Home SL 64-bit,33.9 x 24.19 x 2.1 cm,"3 cell  42 Wh , Pin liền",1.7 kg,,không đèn,,,,,
https://phongvu.vn//may-tinh-xach-tay-laptop-asus-vivobook-x409ja-ek312t-i3-1005g1-xam-s200900004.html,Laptop ASUS Vivobook X409JA EK312T ( 14" Full HD/Intel Core i3-1005G1/4GB/256GB SSD/Windows 10 Home 64-bit/1.6kg),10.590.000đ,ASUS,24,Xám,VivoBook,EK312T,"Core i3 , Intel Core thế hệ thứ 10","Intel Core i3-1005G1 ( 1.2 GHz - 3.4 GHz / 4MB / 2 nhân, 4 luồng )",Intel UHD Graphics,1 x 4GB Onboard  DDR4  2666MHz ( 1 Khe cắm / Hỗ trợ tối đa 12GB ),"14"" ( 1920 x 1080 ) Full HD  VA  không cảm ứng , VGA webcam",256GB SSD M.2 NVMe /,"1 x 2.5"" SATA , 1 x M.2 NVMe",M.2 NVMe,1 x HDMI,"1 x USB Type C , 1 x USB 3.2 , 2 x USB 2.0 , 1 x micro SD card slot","WiFi 802.11ac , Bluetooth","thường , không phím số , không đèn",Windows 10 Home 64-bit,32.5 x 21.6 x 2.31 cm,"2 cell  32 Wh , Pin liền",1.6 kg,Vân tay,không đèn,Dây nguồn,,,,
